R1,R2,RC,RE,C1,C2,Gain,Cutoff_Frequency,Phase_Margin
66238.67,2999.26,3404.58,234.82,5.216,5.123,20.84,10.0,80.35
61457.14,5453.93,5328.12,57.96,5.423,4.932,38.3,10.0,70.73
84954.73,6263.88,1756.81,808.61,8.451,1.609,5.29,10.0,70.64
91547.84,7188.74,9071.42,252.51,3.237,3.579,29.86,10.0,75.88
11094.11,14569.68,7623.44,1732.92,5.548,9.593,13.49,10.0,90.0
70661.79,13095.18,9279.48,1849.25,6.831,3.472,13.49,10.0,77.56
14665.22,5875.84,6990.68,990.73,2.177,5.955,15.82,10.0,90.0
59397.28,2621.32,2254.59,879.67,9.256,0.678,6.82,10.0,64.89
35886.95,5114.37,3428.54,1101.13,7.398,0.732,9.61,10.0,69.17
37609.89,24625.15,5125.06,491.08,0.628,4.3,20.36,10.0,90.0
41766.27,12245.13,6268.95,631.03,8.665,6.081,19.44,10.0,80.61
65916.32,21816.29,9301.36,246.91,9.306,3.786,30.48,10.0,69.04
40064.5,21370.06,4147.54,920.58,7.957,1.872,12.6,10.0,70.84
75942.91,13276.47,7179.18,1242.8,4.32,7.386,15.31,10.0,90.0
46407.46,17960.51,9629.58,1863.94,9.944,1.486,14.08,10.0,70.31
16151.79,5626.05,1947.55,1491.19,1.332,6.713,5.0,10.0,90.0
80538.39,17521.52,8695.74,1459.97,5.412,9.572,14.49,10.0,90.0
35718.25,7537.23,4496.71,650.6,1.787,4.758,17.54,10.0,90.0
48949.02,20969.49,7458.01,1782.17,4.45,2.084,12.33,10.0,76.92
71689.95,3009.38,3288.61,1896.56,9.282,8.436,5.0,10.0,87.72
39921.05,19555.33,3672.85,1867.91,7.963,5.104,5.99,10.0,81.23
15092.71,3398.49,757.77,125.67,7.843,9.24,16.23,10.0,87.39
43652.89,22148.54,9728.34,1228.48,3.603,7.234,17.55,10.0,90.0
95000.37,8300.91,8227.8,1304.29,9.349,4.363,14.43,10.0,76.36
67756.1,16705.44,1392.22,625.38,3.746,6.212,6.72,10.0,90.0
70433.12,12700.05,9995.33,1985.2,0.496,1.783,14.12,10.0,90.0
66905.39,9791.28,6247.73,617.82,6.414,3.934,20.16,10.0,76.98
27909.29,16490.6,8610.42,472.39,3.69,5.979,25.35,10.0,80.2
47650.05,23740.55,1133.28,994.08,1.622,5.941,5.0,10.0,90.0
77584.58,1990.47,4199.79,680.14,9.353,5.913,14.0,10.0,77.3
19123.56,23052.47,6861.69,1851.86,6.409,7.461,11.18,10.0,89.08
35006.75,15617.96,1511.12,908.15,9.411,1.146,5.0,10.0,69.08
34868.72,20375.54,5144.58,849.79,5.871,0.829,15.18,10.0,68.03
48881.7,10213.0,4705.44,1270.43,0.732,1.565,11.36,10.86,90.0
98233.19,12324.23,2552.38,208.17,0.396,7.945,21.96,10.0,90.0
16075.23,21852.42,3352.56,1525.63,9.016,0.742,7.51,10.0,68.1
56683.09,10956.35,9687.62,1548.38,0.483,2.33,15.6,10.0,90.0
26142.82,13831.83,3242.16,974.35,6.19,2.622,10.35,10.0,75.43
97360.89,1484.68,2527.55,1913.61,3.05,6.508,5.0,10.0,90.0
20197.32,4806.35,5593.99,1179.71,6.908,4.076,13.86,10.0,79.99
46324.09,16400.48,6874.1,1405.71,2.919,2.07,13.08,10.0,81.69
76409.65,18207.45,7388.38,1852.47,0.468,4.55,11.52,10.0,90.0
73409.9,14982.42,7665.35,1349.37,7.335,6.886,12.84,10.0,84.55
48045.58,4439.44,849.91,892.06,3.178,7.882,5.0,10.0,90.0
41187.18,11689.73,4240.72,98.3,5.553,1.326,32.29,10.0,69.79
45785.11,9522.27,7852.6,1470.18,7.761,7.176,14.13,10.0,82.88
33784.86,12895.87,9096.09,1931.49,7.058,0.145,12.73,10.0,65.81
28479.96,21887.9,6220.9,966.96,3.551,7.271,15.55,10.0,90.0
53473.57,19620.67,996.92,712.55,7.503,6.644,5.0,10.0,86.6
34168.04,3015.75,4268.14,1062.56,9.264,4.74,10.9,10.0,76.29
35871.55,22367.42,1205.16,1470.45,6.139,1.455,5.0,10.0,71.84
69108.05,12322.41,7611.11,51.35,7.065,7.669,42.7,10.0,67.64
97168.36,18852.69,1103.3,1780.06,8.672,0.81,5.0,10.0,66.69
64327.35,4360.94,2264.45,1778.41,8.452,8.966,5.0,10.0,89.34
16928.15,17097.27,4461.11,1105.53,3.581,7.757,12.25,10.0,90.0
16802.53,6671.82,4895.16,288.64,9.918,7.436,23.83,10.0,76.99
95628.09,11521.14,4361.58,1360.02,0.383,7.569,9.9,10.0,90.0
36756.17,1404.71,4902.27,318.8,9.868,0.769,22.43,10.0,67.23
18286.03,4638.66,7275.77,1039.72,2.535,9.9,17.28,10.0,90.0
63914.01,3209.93,4008.05,232.58,4.46,8.6,23.01,10.0,84.32
66128.39,6753.86,5703.63,1198.68,8.849,5.129,13.22,10.0,78.78
68365.43,3400.43,3382.01,670.24,2.519,7.222,11.89,10.0,90.0
34066.18,17605.84,3859.46,1670.43,2.325,7.419,7.92,10.0,90.0
11359.96,1696.96,6331.09,1609.89,6.467,8.315,11.85,10.0,89.49
96851.38,15825.77,5159.7,1997.02,7.084,2.628,7.62,10.0,75.04
32580.37,4376.99,7368.84,552.13,0.174,3.783,22.12,10.0,90.0
70842.37,23683.87,5825.12,170.51,4.559,8.017,30.24,10.0,75.23
73596.69,23394.26,8133.95,913.86,4.942,7.713,18.82,10.0,87.79
64900.67,6412.07,4712.38,212.64,2.791,5.274,26.94,10.0,81.08
38161.67,15746.11,5164.82,398.07,5.506,4.022,22.09,10.0,77.73
34398.66,1672.13,6864.73,1214.74,1.63,9.688,12.64,10.0,90.0
63790.15,23362.93,2601.82,1204.66,3.304,4.209,7.12,10.0,90.0
87948.61,13551.7,4166.33,134.49,7.161,7.663,30.21,10.0,75.23
95206.04,2037.36,6435.99,913.66,8.75,4.185,14.56,10.0,76.59
19531.52,9220.0,774.32,1083.93,5.935,3.167,5.0,10.0,79.02
23934.58,2844.39,4651.23,572.65,0.841,6.446,18.29,10.0,90.0
95026.26,10430.67,6189.07,1750.48,6.82,8.095,10.24,10.0,89.1
76288.17,17078.23,9690.07,364.14,8.986,9.816,28.96,10.0,76.1
89469.44,12277.36,8831.66,545.11,5.093,1.574,23.28,10.0,69.91
28236.94,10209.33,3167.05,356.14,4.988,8.774,18.65,10.0,89.52
62882.73,3859.77,5318.5,277.27,9.915,5.289,23.1,10.0,74.5
73102.56,6878.54,1035.94,1764.01,6.399,1.167,5.0,10.0,70.64
71210.07,3403.44,2787.17,591.83,8.08,7.964,11.88,10.0,86.54
46733.65,20379.97,7861.13,1458.92,6.5,3.382,14.55,10.0,80.97
11385.54,4245.76,1671.48,884.57,2.287,8.696,5.0,10.0,90.0
62463.35,15288.96,2948.06,1289.95,2.912,1.662,6.75,10.0,77.21
32779.14,9225.77,9468.4,1859.94,6.69,7.14,13.69,10.0,87.66
50522.88,6423.48,8326.63,1696.99,4.615,3.078,13.6,10.0,81.75
96182.29,16347.24,7927.36,184.52,4.103,2.648,33.58,10.0,71.44
45913.18,11968.06,8713.3,1698.14,0.322,0.598,14.18,19.2,90.0
85582.14,10603.49,7621.25,931.06,8.855,4.871,18.04,10.0,74.52
26968.65,15228.45,1645.57,732.78,8.857,3.976,7.74,10.0,75.94
70521.44,12790.42,5407.33,1361.16,4.664,0.711,11.51,10.0,67.8
97930.63,8283.62,4720.32,1902.91,7.037,2.344,7.65,10.0,72.78
19170.38,14417.47,3455.94,233.56,1.86,4.924,23.14,10.0,87.79
10748.79,17067.97,8423.38,1547.75,5.088,8.102,14.5,10.0,90.0
49022.45,1640.64,4909.32,446.84,4.445,9.302,18.65,10.0,90.0
18336.29,12180.92,1072.83,791.27,6.6,5.202,5.0,10.0,84.45
77354.59,2384.4,3112.17,1753.95,4.749,4.093,5.0,10.0,85.84
92309.38,5473.73,2671.9,1114.31,5.034,9.552,5.77,10.0,90.0
49061.89,14452.21,8931.05,181.54,3.028,9.632,33.52,10.0,74.28
33284.05,21788.53,6650.66,1040.69,0.579,1.985,16.11,10.0,90.0
49096.3,22187.34,5823.57,1589.8,9.179,5.361,10.4,10.0,80.47
75110.3,2678.66,5313.17,1081.32,0.221,8.227,12.21,10.0,90.0
10814.87,11058.52,6676.07,375.43,2.885,8.24,25.52,10.0,87.62
63050.86,14992.16,7671.32,917.83,4.531,6.881,18.41,10.0,88.38
65196.25,4529.68,5766.65,1852.47,3.259,4.768,8.23,10.0,89.7
67391.94,19370.37,9413.71,1333.5,5.564,4.096,16.44,10.0,79.32
31781.99,18861.65,9779.92,1473.28,4.67,8.083,17.14,10.0,90.0
74264.75,22680.18,9955.75,1582.58,2.629,2.335,15.96,10.0,85.38
18225.23,1203.66,6859.22,226.85,0.971,4.341,26.8,10.0,80.34
27934.33,6200.42,9359.89,1184.0,1.462,5.712,18.41,10.0,90.0
88972.3,20852.48,4342.56,783.03,4.915,8.335,15.1,10.0,90.0
76485.08,17093.92,8666.13,321.36,8.475,3.801,29.4,10.0,71.05
11237.1,22465.36,9137.16,445.28,1.096,5.532,27.04,10.0,86.22
32353.86,2372.31,9089.33,1573.26,6.804,2.864,14.2,10.0,74.59
29296.58,15327.14,8393.04,364.9,7.942,8.385,27.41,10.0,77.46
34372.57,14657.12,4362.69,659.22,2.84,7.877,16.69,10.0,90.0
32280.38,1856.19,2009.62,605.5,6.716,8.219,7.87,10.0,90.0
15627.37,13324.53,3672.59,144.83,6.898,0.669,27.9,10.0,66.86
51304.65,15628.49,7789.24,951.21,7.107,4.92,19.65,10.0,77.15
75946.01,5591.04,2712.41,1543.56,8.919,1.445,5.0,10.0,69.73
64605.86,7559.91,5043.58,93.2,4.045,6.77,34.43,10.0,70.36
70558.45,16368.34,5871.3,269.48,2.513,3.183,26.6,10.0,79.57
17303.43,12239.22,6236.66,1454.36,5.484,7.768,13.02,10.0,90.0
95634.16,21592.33,9389.39,1207.48,0.719,0.745,17.77,10.0,86.25
85464.27,9217.16,6784.18,1444.73,3.406,5.181,13.57,10.0,90.0
82458.13,7399.83,7969.84,498.7,8.844,1.324,23.33,10.0,71.14
84068.54,24636.78,6027.84,1617.35,5.367,5.623,11.7,10.0,86.23
93943.95,22867.26,8419.01,985.75,4.423,6.113,18.68,10.0,89.5
58982.86,1695.83,3004.8,1240.09,2.73,4.675,5.53,10.0,90.0
28025.38,19497.49,2493.84,229.7,2.579,2.869,20.44,10.0,83.8
65510.52,3648.03,9300.04,449.81,2.442,0.42,24.94,12.38,69.17
76859.33,1659.64,7088.07,1558.05,8.309,6.655,11.46,10.0,84.95
76412.57,7568.69,6879.49,486.62,9.852,8.717,22.93,10.0,78.23
56930.41,7464.3,4939.3,230.43,5.395,7.363,26.93,10.0,82.4
16161.28,20663.65,4078.62,1214.55,0.89,8.941,10.23,10.0,90.0
43400.16,18056.01,5779.07,1118.48,7.535,9.302,14.05,10.0,88.88
92868.99,24558.63,1645.38,1235.39,8.783,4.551,5.0,10.0,78.93
62600.4,18076.31,4819.77,1255.7,9.319,7.01,12.09,10.0,84.03
58449.87,11038.13,4825.99,1025.38,6.325,4.034,13.31,10.0,78.14
34196.82,17774.26,5614.2,1012.86,5.118,9.203,14.9,10.0,90.0
43160.4,24987.02,6529.51,1852.12,6.243,5.673,10.36,10.0,87.52
90581.15,18043.41,9594.52,1091.07,0.228,7.549,19.12,10.0,90.0
69981.67,19280.35,6695.61,1253.74,6.589,0.244,14.86,10.0,64.72
80864.83,23520.76,8895.39,570.59,7.125,5.798,24.03,10.0,77.54
50891.09,3727.63,5784.89,1748.63,7.248,7.446,8.76,10.0,87.04
66722.25,17914.82,6455.81,97.52,5.674,2.644,36.82,10.0,71.11
32354.52,21419.34,1163.45,1136.59,7.03,0.242,5.0,10.0,66.54
73491.47,23905.09,1766.01,798.51,6.424,7.462,7.5,10.0,90.0
48484.12,6063.26,6006.87,1227.61,1.244,3.447,13.8,10.0,90.0
49829.1,13094.3,4259.27,752.34,8.994,4.345,14.3,10.0,77.99
68439.01,17333.32,8088.7,1449.49,6.265,5.664,14.74,10.0,85.58
94265.26,6939.23,5660.19,89.65,7.305,1.191,34.5,10.0,69.07
15760.57,15411.35,8881.76,841.48,3.495,1.125,20.08,10.0,72.12
84226.89,7181.89,9737.15,1670.96,9.2,9.613,14.97,10.0,86.58
36314.48,9002.97,1902.53,537.89,5.076,3.455,9.85,10.0,80.31
49952.75,11596.45,4250.86,152.86,6.822,2.63,29.14,10.0,72.33
11972.2,13700.56,6817.32,1018.22,9.527,0.573,16.82,10.0,66.92
37094.15,11784.78,3402.14,1954.24,9.169,1.822,5.0,10.0,68.47
55236.81,12836.69,3036.81,175.11,6.484,4.366,24.69,10.0,75.81
15055.85,8166.13,8230.52,186.61,1.741,3.487,32.61,10.0,74.41
54198.62,4815.16,9813.6,1210.48,9.511,4.303,18.11,10.0,76.37
93439.96,2136.4,7851.13,537.63,9.843,7.069,20.86,10.0,78.38
19485.39,5703.49,5474.93,849.95,1.124,6.454,16.47,10.0,90.0
78799.67,14966.65,4703.86,1669.49,4.558,4.982,9.31,10.0,90.0
46870.39,19866.77,5626.65,437.75,5.528,8.167,21.91,10.0,82.25
68965.63,5061.94,4896.98,1452.63,1.012,8.588,9.51,10.0,90.0
33421.29,3605.33,5277.44,1033.75,1.978,5.949,13.48,10.0,90.0
24354.3,18982.97,2432.8,1814.67,5.423,1.264,5.0,10.0,69.09
24441.64,8323.8,9085.55,1947.28,9.635,4.121,14.59,10.0,73.52
16344.28,23835.99,7668.08,995.67,0.375,6.381,18.16,10.0,90.0
26708.2,18143.63,6969.29,1190.06,9.133,0.722,15.6,10.0,68.23
69779.74,8842.15,9524.29,1504.39,8.996,0.297,15.45,10.0,67.4
89352.16,7949.03,3201.75,671.41,8.586,9.489,13.73,10.0,89.03
83271.31,13568.76,1271.01,492.14,3.838,7.328,8.46,10.0,90.0
71662.09,2899.47,8348.32,1931.14,4.959,1.616,10.48,10.0,74.28
19938.87,3824.24,9984.96,893.6,4.096,4.507,21.53,10.0,83.17
36026.87,5220.59,5995.11,53.1,9.481,2.016,40.84,10.0,64.26
37882.62,19593.37,1058.69,1683.55,5.261,0.202,5.0,10.0,68.96
32496.13,13332.58,7914.45,1219.35,0.898,3.978,15.96,10.0,90.0
56350.51,1253.61,1200.62,378.69,2.813,6.519,7.55,14.53,90.0
58199.84,17164.4,5630.13,108.77,4.674,9.546,33.73,10.0,74.07
42119.74,11168.56,3136.56,618.39,9.54,7.721,13.79,10.0,80.36
41841.02,13260.46,9192.75,1859.38,5.733,2.378,14.04,10.0,74.41
84570.0,6138.79,4787.65,1870.31,6.991,3.428,6.2,10.0,76.87
81036.36,14242.77,9035.4,656.46,0.976,5.254,22.18,10.0,90.0
37701.62,24499.68,3341.27,1680.07,8.786,1.994,5.44,10.0,71.18
92240.96,2762.67,4179.94,911.6,5.436,8.346,11.85,10.0,90.0
95753.35,7814.02,9497.63,1325.97,9.22,1.763,16.01,10.0,68.88
39406.83,6831.94,2412.49,702.17,4.51,2.971,9.53,10.0,79.65
41898.25,6965.18,5995.76,1056.15,6.863,5.818,14.86,10.0,81.26
55507.07,10088.95,4190.85,622.87,4.761,1.32,16.16,10.0,70.57
94700.87,20634.63,7854.59,169.17,1.511,6.284,33.28,10.0,76.76
88868.75,22908.61,1728.32,321.79,2.793,9.448,14.19,10.0,90.0
19231.12,5853.16,4653.54,616.82,0.766,6.946,18.09,10.0,90.0
45345.77,14030.8,7139.86,1953.69,4.459,8.147,11.07,10.0,90.0
59803.41,16285.58,4366.65,1933.06,6.528,4.441,6.85,10.0,79.74
55281.92,13523.86,1056.05,1663.94,2.513,3.717,5.0,10.0,90.0
27447.68,11417.83,7198.57,503.39,4.955,3.353,23.26,10.0,78.12
87293.51,5607.41,5280.38,911.12,4.644,6.639,13.45,10.0,90.0
70924.67,12717.26,607.43,907.58,5.381,5.234,5.0,10.0,89.99
85411.75,10629.16,6320.23,804.6,1.927,4.776,17.56,10.0,90.0
87288.79,20093.52,9238.87,137.52,5.386,1.097,36.27,10.0,68.56
77352.03,19326.5,1554.75,1092.33,3.706,6.766,5.0,10.0,90.0
49528.95,4215.97,6111.38,191.98,2.932,7.281,28.52,10.0,78.73
64949.21,3124.46,7422.35,1613.74,5.901,2.042,11.08,10.0,72.83
24432.89,22795.69,1172.35,1398.05,1.566,7.621,5.0,10.0,90.0
70628.09,13852.2,714.85,737.84,9.017,8.806,5.0,10.0,89.86
26132.79,21587.22,4909.86,1311.92,9.355,1.829,12.0,10.0,69.44
72455.46,2395.63,8016.27,504.42,6.64,4.575,22.21,10.0,77.2
30663.83,13636.37,2026.83,567.24,3.101,8.774,10.49,10.0,90.0
20579.62,13946.24,8448.05,662.56,6.297,4.924,22.08,10.0,81.03
24875.6,21656.85,6737.48,1604.17,6.055,8.171,13.36,10.0,90.0
10179.29,3342.64,3655.65,460.85,3.973,2.236,17.81,10.0,77.38
74686.57,6770.69,5400.35,1147.42,2.944,0.733,12.79,10.0,70.0
75916.09,10756.92,9672.96,440.91,1.768,0.689,26.64,10.0,72.12
56344.0,21780.2,2556.15,605.82,2.252,9.726,11.99,10.0,90.0
24522.65,23533.2,5245.59,509.19,6.565,1.731,19.81,10.0,71.33
17519.89,24825.39,6432.62,1307.76,8.87,8.662,13.4,10.0,83.49
11721.61,24020.64,1811.14,1077.12,3.911,3.226,5.0,10.0,84.38
24917.34,1142.6,913.46,1456.53,1.307,0.497,5.0,86.17,75.01
90177.0,2145.0,627.87,478.89,0.227,2.486,5.0,76.14,90.0
31738.32,4542.56,3584.58,67.84,4.118,5.104,34.44,10.0,72.69
41884.42,9372.69,1202.5,1376.99,2.402,1.157,5.0,10.0,76.99
19481.09,20918.03,8135.81,273.97,3.293,9.229,30.71,10.0,78.35
30012.52,22423.75,9974.54,530.3,2.493,9.009,25.48,10.0,86.18
56730.21,5484.03,1082.39,646.09,6.675,1.577,5.0,10.0,68.71
64697.74,15871.94,4610.9,1506.26,6.421,7.397,9.91,10.0,89.21
32081.71,23016.69,744.46,1270.49,9.132,4.661,5.0,10.0,80.95
15195.89,12129.56,1772.91,409.32,7.027,9.823,13.2,10.0,90.0
45192.96,3485.05,3567.76,1215.88,1.733,0.649,7.77,19.8,74.48
31078.3,11987.53,4240.13,1430.89,7.541,4.763,10.34,10.0,78.3
29759.85,10019.08,9427.94,808.35,1.895,2.926,22.01,10.0,88.29
96387.65,14863.79,4260.45,529.61,5.63,7.291,18.35,10.0,89.24
65467.04,11527.81,5214.64,1374.02,0.863,1.2,11.72,10.08,90.0
60119.06,1416.3,2833.04,1241.24,0.569,6.318,5.36,10.0,90.0
47419.76,24855.95,501.19,201.93,4.696,9.486,7.93,10.0,90.0
48604.99,14044.97,9043.68,1350.03,1.139,4.593,16.8,10.0,90.0
58681.45,12367.14,1276.29,1002.61,3.136,4.597,5.0,10.0,90.0
72678.68,23910.82,9660.36,1519.07,3.454,5.007,16.16,10.0,89.32
73193.15,4740.65,1743.02,421.9,7.717,4.216,10.33,10.0,80.14
25452.45,5541.7,6246.35,553.52,3.394,4.53,20.83,10.0,87.91
55010.15,20392.35,9994.4,1109.46,4.994,4.686,19.96,10.0,83.38
47076.23,7259.95,1815.41,989.38,7.749,9.981,5.13,10.0,90.0
88347.43,20181.45,4527.46,803.41,2.128,1.253,14.73,10.0,76.77
66827.7,7516.8,7914.02,1504.76,8.068,2.925,14.13,10.0,73.97
57925.37,1796.5,805.81,1151.27,8.335,2.187,5.0,10.0,71.52
20385.52,13408.35,7052.94,1435.03,9.89,5.487,14.31,10.0,77.74
64507.41,5720.47,1263.55,348.85,4.496,0.128,10.47,10.0,66.3
20548.35,19188.31,2746.94,1471.53,3.769,9.219,5.28,10.0,90.0
40348.59,16388.79,2020.72,949.98,7.05,5.358,6.32,10.0,84.57
22855.78,23166.46,9119.7,115.85,0.676,8.971,37.15,10.0,71.21
72286.63,19791.72,2214.34,507.26,0.494,3.515,13.66,10.33,90.0
28562.69,5338.62,884.12,100.22,3.416,1.584,18.89,10.0,74.8
45267.34,20203.8,6082.44,940.91,7.322,2.004,17.1,10.0,71.12
90610.73,16401.69,3788.72,685.47,1.253,4.76,14.59,10.0,90.0
28388.47,17054.84,4354.21,1975.53,6.392,0.499,7.1,10.0,67.44
55702.46,20974.31,1631.1,1743.58,2.768,7.84,5.0,10.0,90.0
47734.45,14771.78,7608.23,1660.06,6.552,7.927,13.43,10.0,86.22
11631.16,12184.08,6214.76,1027.18,4.624,7.049,15.44,10.0,90.0
81348.23,16279.38,3960.06,1623.82,1.24,8.974,6.75,10.0,90.0
16214.13,8150.98,2129.96,570.4,2.548,5.54,12.57,10.0,90.0
52682.95,5382.33,6137.79,1143.27,2.275,4.845,13.77,10.0,90.0
60461.05,15798.11,7896.67,816.19,1.729,5.339,20.92,10.0,90.0
66558.38,6612.36,3467.77,384.12,4.737,1.901,18.31,10.0,74.11
71976.85,2917.96,745.67,191.6,9.551,5.172,10.55,10.0,77.85
32794.51,1013.3,2536.27,1138.53,6.615,5.463,5.31,10.0,84.43
10898.09,15599.67,6982.78,240.4,8.376,7.669,29.61,10.0,73.29
75109.93,9691.57,9896.42,1450.11,9.813,3.544,16.1,10.0,73.16
58209.09,19055.46,627.07,1846.86,5.452,1.013,5.0,10.0,71.27
85250.59,10004.23,3408.46,366.11,2.457,6.015,18.86,10.0,90.0
83924.95,12664.08,1089.2,968.33,9.285,7.901,5.0,10.0,86.51
85899.36,10770.04,3505.32,1490.61,7.02,9.699,7.04,10.0,90.0
53658.52,16613.79,4356.19,609.34,9.594,0.994,16.78,10.0,69.0
40026.56,9547.34,9248.19,1845.49,6.545,7.489,13.45,10.0,88.54
81240.24,24130.42,1265.33,1782.51,7.774,5.999,5.0,10.0,83.72
50616.47,23467.53,7882.77,252.32,8.917,0.252,30.09,10.0,67.41
26509.8,21352.67,4257.58,103.43,7.617,7.211,31.89,10.0,72.31
86947.66,23087.21,8207.0,1954.09,5.67,0.359,11.79,10.0,66.57
89430.39,11779.35,5377.32,1915.13,4.772,7.874,8.72,10.0,90.0
51967.88,13874.33,873.18,873.46,8.251,7.241,5.0,10.0,87.09
16812.98,18810.22,9488.96,148.6,7.743,6.91,36.06,10.0,70.19
44904.35,17707.5,1285.97,1256.81,3.728,1.288,5.0,10.0,73.21
82318.39,22376.29,6177.99,622.15,5.033,9.198,20.1,10.0,88.15
91159.66,18191.94,8837.84,1876.61,6.386,8.999,13.46,10.0,90.0
28312.55,24949.23,1257.81,1599.59,0.381,9.013,5.0,10.0,90.0
16027.63,9364.14,5761.99,1316.71,2.551,3.668,12.67,10.0,90.0
88961.54,20991.95,8330.75,604.78,2.577,4.973,22.97,10.0,84.91
45046.44,17743.24,9870.08,1417.47,8.844,1.237,16.98,10.0,70.75
58758.49,17593.27,7381.11,613.88,3.382,0.606,21.1,10.0,67.43
97125.92,8820.05,3144.18,123.38,5.497,0.682,27.61,10.0,68.57
15990.83,19854.44,7145.92,1041.45,8.333,5.731,17.15,10.0,80.7
68348.62,22609.02,7204.78,1002.93,2.671,3.282,16.54,10.0,86.96
16669.49,6245.16,7149.68,1537.86,1.325,5.838,12.28,10.0,90.0
43792.2,16011.92,8615.47,1738.06,9.489,5.967,14.7,10.0,80.13
82343.31,10411.24,1330.11,741.21,7.076,9.08,5.0,10.0,90.0
49012.5,24749.15,1529.99,926.47,1.853,8.835,5.0,10.0,90.0
99746.41,12491.99,6585.86,967.28,8.215,7.214,16.07,10.0,82.92
60315.34,6479.68,9561.87,682.24,7.893,8.203,22.53,10.0,80.74
38904.59,10164.58,4925.47,1499.6,8.392,0.131,10.72,10.0,69.13
29810.02,16692.12,9625.35,1068.1,2.835,0.254,18.28,10.0,69.16
41546.85,2826.14,9411.81,1832.21,4.541,4.64,12.01,10.0,85.69
43527.99,15486.45,9077.64,1318.11,6.967,6.572,17.5,10.0,84.63
16184.23,23349.39,9143.58,463.2,3.968,7.961,26.28,10.0,83.7
43261.68,21408.71,9034.03,371.38,0.793,4.528,28.02,10.0,84.38
51781.47,2624.16,8288.95,776.15,1.451,9.408,18.77,10.0,90.0
75046.4,24841.36,7102.3,726.51,6.011,8.168,19.86,10.0,86.56
69105.65,17769.45,731.88,843.91,3.814,1.117,5.0,10.0,72.14
73788.91,4894.74,1756.41,408.0,0.153,4.458,10.39,18.73,90.0
10752.73,1297.99,1775.2,1957.53,7.692,9.949,5.0,10.0,90.0
29590.07,5110.78,723.63,334.13,4.225,4.158,6.23,10.0,87.51
69551.59,21116.22,1608.67,1322.67,3.206,3.924,5.0,10.0,90.0
53559.04,1519.34,9237.59,75.49,7.164,3.011,39.82,10.0,68.39
10478.21,6595.54,6806.14,843.57,4.606,4.916,19.17,10.0,84.12
82404.52,19175.33,3464.69,652.91,6.979,7.326,14.27,10.0,86.99
79552.86,15066.65,8036.92,794.95,0.231,0.57,20.49,20.49,90.0
59357.72,19785.66,5139.51,1021.25,0.193,8.374,14.29,10.0,90.0
15981.7,18907.61,1850.21,1220.73,5.643,9.184,5.0,10.0,90.0
78986.35,2214.43,8902.77,1187.85,9.824,7.833,14.87,10.0,81.82
62534.22,22420.27,3717.29,1279.89,2.796,9.165,9.14,10.0,90.0
80376.4,6448.76,7139.16,1696.87,6.861,1.04,11.82,10.0,70.53
77657.23,14281.42,3260.64,1779.1,1.805,4.556,5.0,10.0,90.0
82270.19,16462.92,5250.68,1487.64,3.184,0.803,11.2,10.0,70.05
56620.73,5047.08,8254.4,203.94,0.873,8.385,32.05,10.0,79.47
22629.21,24429.55,1989.38,1924.52,8.82,9.53,5.0,10.0,90.0
70404.17,12715.74,9783.89,1897.43,3.173,3.048,14.51,10.0,84.19
65842.64,2383.42,1167.05,1437.82,2.382,5.4,5.0,13.53,90.0
76802.79,23494.29,5573.08,1059.01,7.333,3.047,14.6,10.0,72.93
25289.29,15070.43,9202.24,538.71,2.074,3.851,25.34,10.0,83.1
27547.77,17780.64,9484.09,1524.88,2.479,4.818,15.04,10.0,90.0
90136.86,13604.22,2705.04,1761.83,1.126,7.929,5.0,10.0,90.0
77498.0,21033.71,1867.86,1347.12,9.632,1.555,5.0,10.0,68.46
91740.56,1795.2,7381.83,1276.69,2.552,1.655,13.95,10.01,80.51
78284.38,7441.08,898.75,426.36,9.957,2.098,5.14,10.0,71.26
63743.98,12271.56,5109.77,747.7,1.844,0.626,17.29,10.0,74.23
68871.95,2838.49,8065.37,1460.12,0.304,6.47,11.55,10.0,90.0
90021.51,17941.76,5822.42,82.95,8.967,1.98,37.07,10.0,69.32
62092.61,10447.92,2286.13,1300.47,5.842,4.432,5.0,10.0,83.22
66915.22,7544.03,5126.92,1545.01,3.579,6.887,9.62,10.0,90.0
24082.9,1081.09,9252.11,702.67,5.182,4.545,20.05,10.0,79.85
52652.91,18275.93,6363.52,198.53,2.681,9.07,29.71,10.0,76.21
74475.74,21011.42,7354.16,1647.28,6.384,7.715,12.78,10.0,89.67
34384.84,10480.97,3694.51,326.58,6.203,2.803,21.96,10.0,72.07
28202.88,14541.23,2290.6,773.06,0.894,1.391,9.78,14.6,90.0
38244.41,6464.48,2928.6,1429.15,9.116,8.955,6.73,10.0,87.74
31735.06,15932.74,5565.19,1643.12,4.659,4.029,10.37,10.0,84.84
29342.14,1291.3,3162.09,1731.64,2.032,3.887,5.0,11.21,90.0
48236.58,12727.45,5648.67,1084.31,3.143,8.119,13.68,10.0,90.0
91705.47,16460.93,7224.02,977.95,8.676,0.193,17.03,10.0,66.5
55635.37,23036.6,7476.76,1704.22,3.894,4.566,12.49,10.0,90.0
26912.83,10152.06,2064.51,1148.0,5.663,7.172,5.25,10.0,90.0
16927.45,19364.56,7629.09,1178.37,9.482,8.502,15.83,10.0,83.81
